,Unnamed: 0,text,label
3181,3181,"La revista feminista Medusa Magazine -con más de 152.000 seguidores en Facebook- ha publicado un Noticia que no ha dejado a nadie indiferente. Bajo el título 'Hacer la masturbación ilegal para los hombres', la autora desgrana una serie de argumentos que no tienen desperdicio y que dan una prueba de la deriva hacia un sector del feminismo que no lleva a ninguna parte.

Si tenemos en consideración la rama radical del feminismo, el 'feminazismo', este escrito es el que mejor refleja las pretensiones de un colectivo que, lejos de luchar por los derechos de la mujer allí donde son vulnerados, se pierde en pensamiento absurdos y prohibicionistas.

El texto comienza así:

""Aunque están condicionados (los hombres) desde la primera infancia por comportarse como si fueran mejores que las mujeres y otros géneros, lo que queda de la inocencia de un niño se disuelve una vez que llega a la pubertad. Pierden su humanidad y se alejan de la autoconciencia. Sexualizan a cualquier mujer que vean, ya sea que sea una adulta o una compañera, siempre y cuando coincidan con la idea de los estándares de belleza de la sociedad, por supuesto. No ven a los que perciben como mujeres como humanos, sino que se oponen a satisfacer el deseo sexual. Pasan horas y horas al día encerrados en su habitación viendo porno.

Sin pornografía para mirar, más hombres simplemente se masturbarían pensando en las mujeres que conocen en su vida real. Esto es incluso peor que masturbarse con la pornografía. Las trabajadoras sexuales son conscientes de que su imagen será sexualizada y lo aceptan, pero cuando un hombre se masturba pensando en una mujer que conoce en la vida real sin su consentimiento, es una violación telepática. Es enfermizo. Incluso afecta a la víctima, aunque ella no lo sepa, disminuye su energía.

Se podrían dar medicamentos a los hombres para que disminuyan su impulso sexual, de modo que no tengan que masturbarse mucho, de forma similar a como se hace con un perro macho, para que no sea agresivo y no quiera follárselo todo. Esto finalmente resolverá nuestro problema sobre la masculinidad tóxica y creará un mundo más pacífico.""

Ya lo han leído, desde esta revista se asegura que la masturbación puede llegar a ser una violación telepática y se busca la solución en 'capar' a base de medicinas a los hombres en general. Tal cual. No hace ni falta leer entre líneas: no tiene.",0
1479,1479,"Jose Santos es un joven camarero que trabaja en una famosa cafetería barcelonesa, mejor dicho trabajaba, porque la semana pasada fue despedido debido a su curiosa afición. Dicho camarero, además es un gran artista, desde pequeño se le ha dado muy bien dib",0
3368,3368,"El presidente Iván Duque abogó por mejorar las medidas de protección colectiva y llevar a cabo acciones rápidas en casos específicos de amenazas en contra de la vida de estos actores. Habló, también, sobre la futura decisión de la Corte Constitucional sobre el uso del glifosato para la erradicación y el régimen de Maduro. El presidente Iván Duque reconoció que es “difícil” proteger a los ""más de siete millones de líderes sociales"" que hay en el país. Por ello, ante el asesinato sistemático de 462 de ellos desde la firma del Acuerdo de Paz en 2016, según datos de la Defensoría del Pueblo, Duque abogó por mejorar las medidas de protección colectiva y llevar a cabo acciones rápidas en casos específicos de amenazas en contra de la vida de estos actores. 

Así, ad portas de que llegue el siete de agosto, día en el que se cumple el primer año de este Gobierno, el presidente reafirmó su compromiso de ser ""implacable para llevar a la Justicia a los criminales que han estado detrás de estos asesinatos”.

En una extensa entrevista con la agencia Efe, el mandatario también aseguró que el Gobierno de Nicolás Maduro no solo apoya a la guerrilla del Ejército de Liberación Nacional (ELN), sino que además recluta a menores de edad con la anuencia del presidente venezolano y ayuda a las disidencias de las Farc. Presidente, usted está próximo a cumplir su primer año de Gobierno, ¿cuál considera su mayor logro y su mayor frustración en estos meses?

Yo diría que logros son muchos. La economía colombiana en el 2017, antes de nuestra llegada a la Presidencia, creció apenas el 1,4 %, cerramos el año pasado con el 2,8 %. Este año aspiramos a estar por encima del 3,4 ó 3,5, llegando al 3,6 %. Eso nos pone por encima del crecimiento promedio mundial y del crecimiento promedio regional.

Por otro lado, creo que haber parado el crecimiento exponencial que tenían los cultivos ilícitos en el país es un logro muy importante. Nos falta hacer mucho más, desde luego, pero haber parado siete años de crecimiento a mí me parece también un logro importante.

Otros logros están en ver florecer los programas de emprendimiento, tener el primer centro de la cuarta revolución industrial en un país hispanoparlante, tener grandes compañías de tecnología en nuestro país y ver el interés de los grandes fondos de capital por los emprendedores colombianos. Eso es algo importante en los sistemas de emprendimiento que estamos creando. 

Ahora, en materia de equidad, está el tema del acceso a la educación. Ahí, por ejemplo, tenemos cerca de 40.000 estudiantes que están yendo gratuitamente, becados, a universidades públicas. Ver que ya tenemos cerca de 50.000 familias que han encontrado el mejoramiento de sus viviendas, que ya tenemos más de 100.000 inscritos en un programa para que las familias se bancaricen, dejen de ser arrendatarios eternos y se conviertan además en propietarios. ",0
1715,1715,"Pregúntate por qué el 70% de los violadores en ""manadas"" son extranjeros pero tú solo conoces las caras, profesiones y aficiones los de Sevilla. ",0
3038,3038,"La mañana de este martes aterrizarón en México 219,375 dosis de la vacuna contra el Covid-19 de Pfizer, de las cuales 214,000 se dirigieron al Aeropuerto Internacional de Ciudad de México (AICM), y el resto en el Aeropuerto de Monterrey, informó el secretario de Salud federal, Jorge Alcocer.

El secretario de Salud resaltó que la llegada de las vacunas ha ayudado a contener la incertidumbre ante la pandemia de Covid-19. Recordó que la vacuna debe ir acompañada de las otras medidas de control.

Indicó que desde el 23 de diciembre se han recibido en México cerca de 500,000 dosis de la vacuna contra Covid-19 de Pfizer, con lo que se ha vacunado a 492,529 trabajadores de salud, que están en la primera línea de atención en los hospitales Covid de todos los estados de la República. Por su parte, el secretario de Hacienda y Crédito Público, Arturo Herrera informó que hasta el momento se han destinado 6,251 millones de pesos para el pago de la vacuna de Pfizer y señaló que esta mañana se liquidaron 124 millones de pesos.

Herrera indicó que pese al cambio en el calendario de fechas de la llegada de los cargamentos de las vacunas Pfizer, a causa de la disminución de distribución que está realizando la farmacéutica como parte del llamado de la ONU para que se distribuyan vacunas a países pobres, para finales de marzo, México habrá recibido casi 5 millones de dosis de dicha vacuna.

Dijo que pese a la reducción de Pfizer y junto con la llegada de vacunas de otras farmacéuticas con las que el país tiene ya contratos se permitirá que hacia finales de marzo se puedan haber vacunado los dos grupos objetivo iniciales (trabajadores de la salud y adultos mayores). ",0
554,554,"La revista feminista Medusa Magazine -con más de 152.000 seguidores en Facebook- ha publicado un artículo que no ha dejado a nadie indiferente. Bajo el título 'Hacer la masturbación ilegal para los hombres', la autora desgrana una serie de argumentos que ",1
1666,1666,Nuevas aportaciones a la cultura occidental del feminismo radical y del movomiento LGTB,0
2600,2600,"Karla Souza rompe el silencio en sus redes sociales tras su testimonio
Ante la ola de especulaciones que generó su relato, dando incluso paso a que una televisora señalara a un director como su agresor, la actriz recurrió a Instagram para alentar a otras mujeres a hablar
Después de que el lunes pasado Karla Souza utilizara el espacio de Carmen Aristegui en el canal CNN para dar un fuerte testimonio de acoso sexual, la actriz retoma el tema. Tras el sinfín de comentarios de apoyo e incluso el comunicado de la empresa Televisa en el que rompe relaciones con el productor Gustavo Loza, señalándolo como el agresor, esto sin la confirmación de la actriz, parece que la incertidumbre seguirá permeando en este asunto. Ante la ola de especulaciones que ha generado el silencio de Souza, ayer la actriz utilizó su cuenta de Instagram para referirse al asunto, pero, nuevamente sin mencionar la identidad del hombre que le generó este daño.
La actriz quiso con esta publicación ratificar sus declaraciones y alentar a otras mujer a hablar, dejando en segundo plano el nombre del agresor: ""Me siento orgullosa de unirme solidariamente a mis hermanas de México y a mujeres alrededor del mundo cuyas voces estás siendo finalmente escuchadas y diciendo #TimesUp"", escribió Karla Souza generado el apoyo inmediato de varias compañeras actrices como Zuria Vega y Alessandra Rosaldo quien le escribió ""Estamos contigo, todo mi respeto y admiración"".
Si bien la intención de Karla al dar su testimonio era romper su silencio y compartir su vivencia para alentar a otras chicas, el hecho de no revelar el nombre ha dado lugar a un sinfín de suposiciones que debido al comunicado de la televisora en contra del director Gustavo Loza lo ha colocado en el ojo del huracán y, más ahora, que tras romper su silencio en redes no deslindó a Loza de los señalamientos.
Por su parte, el productor ha demandado su derecho de réplica a través del mismo espacio en el que Karla dio su testimonio: ""Desconozco cuales son los motivos por los cuales (Televisa) está acusando a una persona de un delito que ni siquiera está señalado por la afectada que en este caso es Karla Souza, ella jamás ha mencionado mi nombre y Televisa se apresuró y me señala y me lincha mediáticamente sin haber hecho la menor investigación"", declaró el productor en el noticiero de Aristegui donde aseguró que las acusaciones en su contra son completamente falsas y dejó claro que él no es el sujeto que describió la actriz en su relato.",0
1738,1738,RESUMEN: un temporero rumano (+70 denuncias en 2 años) entra a robar una bicicleta a un jardín de noche. Al notar la presencia del ladrón el perro despierta y el ladrón intenta asustarlo con una barra de hierro y una navaja. El perro se defiende y le arra,0
139,139,"Bueno, llega la confesión del Obispo de Alcalá de Henares ""Juan Antonio Reig"", que en un estado de lucidez mental, afirma que deberíamos de "" Quitar el voto a las mujeres porque últimamente piensan por su cuenta"" Pues eso, ahora todas a Misa en S.Santa, B",1
1704,1704,Polonia lo tiene claro; los cuatro inmigrantes africanos que violaron brutalmente a una joven polaca en Rímini (Italia) deberían ser condenados a muerte. Los cuatro arrestados están actualmente en Italia debido al brutal ataque sexual a la joven polaca. T,0
3416,3416,"?? *ÚLTIMA HORA* ??

*NO son necesarios los Respiradores, ventiladores, ni La Unidad de Cuidados Intensivos""*

ÚLTIMA HORA INTERNACIONAL ?? ECUADOR ????

*EN ECUADOR POR FIN LA CURA PARA EL CORONAVIRUS*

Los médicos ecuatorianos, dirigidos por el *Doctor Jacinto Pichamaluco,* desobedecieron la ley mundial de la salud OMS, de no hacer autopsias en los muertos del Coronavirus y ellos confirmaron que *NO es un VIRUS sino una BACTERIA la que produce la muerte.* Esta hace que se formen coágulos en la sangre y causa la muerte del paciente.

*??Ecuador derrota al llamado Covid-19,* que no es otra cosa que ""Coagulación intravascular diseminada"" *(Trombosis)*

??Y la forma como combatirlo, o sea su curación, es con los *“antibióticos, anti-inflamatorios y anticoagulantes”.* ASPIRINA, lo que indica que se había estado tratando mal a esta enfermedad.
*Esta sensacional noticia para el mundo* ?? la han producido médicos ecuatorianos al realizar autopsias a cadáveres producto del Covid-19.

*??Algo más,* según patólogos ecuatorianos. *""Nunca se necesitaron los ventiladores, ni de la unidad de cuidados intensivos"".*

??Por lo tanto, en Ecuador se inició el cambio de los protocolos *ECUADOR SE REVELA Y LEVANTARIA LA LLAMADA pandemia mundial por la OMS.* Esta curación ya los Chinos lo sabían y no informaron *POR HACER NEGOCIO.*

*Fuente: Ministerio de Salud de ECUADOR.*

COMPARTIR QUE SE ENTERE TODO EL MUNDO ?? QUE NOS HAN ENGAÑADO Y ASESINADO A NUESTROS MAYORES!! *@Ecuadorrevelacurardelcovid19*

*OJO ALERTA* ??????

Transmitan esta Información a toda su familia, vecindad, conocidos, amigos, colegas, compañeros de trabajo y su entorno en general:

*Si Llegan a Contraer El Covid-19...* el cual ""No es Un Virus"" Como nos han hecho creer, sino ""Una Bacteria""... amplificada con *Radiación Electromagnética 5G* que produce también *Inflamación e Hipoxia.*

*Van a hacer lo Siguiente:*
Deben tomar:
*Aspirina de 81 mg o 100 mg y Apronax o Paracetamol, Ibuprofno de 400mg ¿Porqué?:*
Porque se",0
3137,3137,"El cantante estadounidense Marilyn Manson fue acusado el lunes de acoso y violación por varias mujeres, incluida la actriz estadounidense Evan Rachel Wood, quien dice que fue sometida a ""abusos horribles durante años"".

Al menos cinco mujeres publicaron acusaciones contra Brian Hugh Warner (su nombre real) casi simultáneamente en su cuenta de Instagram.

Evan Rachel Wood, de 33 años, afirma que el cantante la ""manipuló psicológicamente"" cuando aún no tenía 20. Ella dice que luego fue sometida ""a horribles abusos durante años"".

La actriz, que participa en la serie ""Westworld"", mantuvo una relación con Marilyn Manson durante varios años antes de comprometerse en 2010. Rompieron unos meses más tarde.

En 2018, la actriz testificó ante la Comisión de Asuntos Judiciales de la Cámara de Representantes, evocando su largo calvario como víctima de maltrato psicológico y físico.

En su mensaje publicado el lunes, reveló que su agresor, cuyo nombre se negó a dar en ese momento, es Brian Hugh Warner. En el Congreso había afirmado, entre otras cosas, que había sido violada varias veces.

Otras cuatro mujeres, que dijeron haber tenido una relación sentimental con él, acusaron el lunes al artista de manipulación, acoso, abuso y amenazas.

Una de ellas también menciona varias violaciones. Su relación comenzó en 2015.

- ""Pulverizar"" el cráneo

A sus 52 años, Marilyn Manson ha creado un personaje público con una imagen inquietante y de inspiración gótica. Usa maquillaje y lentes de contacto de diferentes colores y el pelo negro.

El nombre de lo que originalmente era una banda, pero que ahora se reduce a su persona, está inspirado en Marilyn Monroe y en Charles Manson, conocido por haber asesinado a la actriz Sharon Tate.

Su universo musical, el ""shock rock"", combina el rock metal con una puesta en escena espectacular para capturar a su público, mezclando imágenes satánicas y góticas. Dos de sus álbumes alcanzaron el número uno en ventas en Estados Unidos.

Las mujeres que declararon el lunes, muchas de ellas antiguas groupies, retrataron a un personaje tan seductor como manipulador, capaz de atarlas, amenazarlas de muerte u obligarlas a consumir drogas.

Varias de las presuntas víctimas afirman sufrir un trastorno de estrés postraumático.

""Estoy harta de vivir con miedo a las represalias, las calumnias y el chantaje"", escribió Evan Rachel Wood.
En una entrevista con el sitio de la revista Spin en 2009, Marilyn Manson explicó que tenía ""todos los días la fantasía de pulverizar"" el cráneo de Evan Rachel Wood ""con un martillo"".

Solicitado por AFP, ni el vocero ni el abogado del cantante respondieron de inmediato.
""Quiero revelar quién es realmente este hombre peligroso"", escribió Evan Rachel Wood, ""y hablar en contra de las muchas industrias que le permiten hacerlo, antes de que arruine más vidas"".

En septiembre pasado, Dan Cleary, un exempleado de Marilyn Manson, afirmó haber visto al cantante ""destrozar"" a Evan Rachel Wood durante las semanas en que la actriz lo acompañaba de gira, en 2007 y 2008.

""Es un músico brillante, un hombre increíblemente inteligente y divertido"", escribió en Twitter, ""pero también es un adicto a las drogas, capaz de maltrato psicológico y físico"".
",0
2473,2473,"La masacre de Ayotzinapa, tres años sin respuestas
La desaparición de los *NUMBER* estudiantes en México cumple *NUMBER* meses sin que el Gobierno haya sido capaz de desenredar el caso
Este martes *NUMBER* de septiembre México ha amanecido con una acumulación de tragedias sin resolver. Una semana después de que un terremoto de magnitud *NUMBER* cimbrara el centro del país y se llevara por delante la vida de al menos *NUMBER* personas, bajo la corteza mexicana se encuentran ocultas todavía las respuestas sobre la desaparición de los *NUMBER* estudiantes de Ayotzinapa hace hoy tres años. Uno de los sucesos más graves de la historia del país, que abrió profundas cicatrices en la imagen del Gobierno mexicano y puso a la nación en el punto de mira internacional, cumple años sin una sola sentencia condenatoria por lo ocurrido y con las mismas dudas: ¿Qué pasó? ¿Dónde están?
Durante este tiempo la investigación se ha enredado tanto que la información al respecto se ha vuelto abrumadora. Hay tantas versiones, a veces contradictorias, que resulta laberíntico resolver cuándo ocurrió tal cosa, cómo ocurrió y dónde. O qué pasó justo después con cada uno de los implicados. Hasta la fecha se han detenido a más de *NUMBER* sospechosos, pero no se ha emitido ninguna sentencia condenatoria. Y solo cuatro están acusados de homicidio, tentativa de homicidio y ninguno por desaparición forzosa. Únicamente los restos de un estudiante pudieron ser identificados. Sobre los otros *NUMBER*, no ha sido posible determinar dónde están o qué les ocurrió.
La teoría oficial fue desde el primer momento que los estudiantes fueron asesinados por narcos de Iguala, una capital comarcal de Guerrero, en el México profundo, e incinerados en un basurero en medio del monte. No obstante, ante las dudas que planteaba esta hipótesis, un grupo de cinco especialistas extranjeros, designados por la Comisión Interamericana de Derechos Humanos, conocidos como el GIEI (Grupo Interdisciplinario de Expertos Independientes), analizó las pruebas e hizo sus propias pesquisas. Concluyó que esa versión no se sostenía con hechos y que dependía de confesiones de detenidos que pudieron haber testificado bajo tortura.
Durante un año los expertos internacionales se encargaron de recabar testimonios, revisar documentos y vídeos de lo ocurrido aquellos días de *NUMBER*. Su posición crítica respecto a temas polémicos, como el papel del Ejército —a quien se le acusó de no actuar durante la cacería contra los estudiantes— incomodaron al Ejecutivo. En su informe final presentado en abril del *NUMBER* el GIEI acusó dilaciones, obstrucciones y bloqueos del Gobierno mexicano al trabajo realizado.
El Gobierno y los expertos ni siquiera coincidieron en la causa de la masacre. Según la versión oficial, la noche del *NUMBER* al *NUMBER* de septiembre, la policía local de Iguala se lanzó a una feroz persecución de los autobuses de los estudiantes. Tras la cacería aparecieron seis cadáveres y desaparecieron *NUMBER* alumnos. La explicación del Gobierno fue que el alcalde, mafioso en jefe del municipio, dio una orden de escarmiento a aquellos jóvenes marxistas que derivó en una escabechina: la policía los detiene, los entrega a los narcos y estos, confundiéndolos con narcos rivales, optan por el exterminio. Los matan. Los queman en una pira de neumáticos y madera. Tiran sus cenizas a un río.
El GIEI negó que los cuerpos de los estudiantes hubieran sido quemados en el basurero y resaltó que el batallón militar de la zona vio la persecución y detención de los estudiantes. No creyó en la teoría de la orden del alcalde y planteó la sospecha de que uno de los autobuses —líneas de pasajeros tomadas a la fuerza por los estudiantes para ir a una manifestación en Ciudad de México— llevara en sus tripas un alijo de heroína sin que ellos lo supieran, que los señores de la droga no quisieron perder y cuyo desvío castigaron con ira. Los expertos internacionales pidieron entrevistar a los soldados del batallón y nunca se lo concedieron. ""Dentro del aparato del Estado hay fuerzas que no quieren que se investigue la verdad. Son fuerzas estructurales"", afirmaba en una entrevista a este diario el español Carlos Beristáin, integrante del grupo.
La Procuraduría General de la República ha detallado este martes en un comunicado que ""en todo momento se ha obrado con objetividad en el caso, cuya investigación constituye la más amplia realizada en época alguna por la PGR. Los más de *NUMBER* tomos del expediente así lo confirman"". Alega que hay más de *NUMBER* detenidos en la cárcel, *NUMBER* procesados por secuestro y que si no están sentenciados es porque están agotando todas las vías legales para retrasar el juicio.
""A tres años de distancia de los hechos de Iguala el Gobierno de la República reafirma su compromiso con las víctimas y reitera que continuará agotando todos los medios a su alcance"", puntualiza el organismo. *NUMBER* meses después de lo sucedido, después de un agotamiento gradual de las protestas civiles, las cuestiones principales de la tragedia se encuentran estancadas en el punto de partida: ¿Dónde están? ¿Qué pasó?",0
2686,2686,"Los artículos más leídos del año Cualquier periodista y, por supuesto, cualquier lector, sabe que un ranking de las noticias más leídas en un diario online no tiene por qué representar lo mejor o lo más importante. Sí puede servir como termómetro de algunas de las historias que despiertan especial atención.
Personas anónimas como Inmaculada Michinina, con cuyo discurso reventando un pleno en Cádiz se sintieron tan identificados multitud de ciudadanos; un vídeo para concienciar sobre las necesidades de los niños en Siria o la carta de un joven alumno indignado por la religión en la escuela están entre las noticias más leídas en este segundo año de vida de El Huffington Post.
Otros fenómenos nacidos en internet, como el vídeo viral La Sorpresa protagonizado por dos jóvenes emigrantes españoles, un artículo para saber exprimir a Google o un blog sobre lo que tiene que saber un niño a los cuatro años también se cuelan en este ranking. Recopilamos los *NUMBER* artículos más leídos del año:
El emigrante que abraza a sus padres por sorpresa
La Sorpresa: dedicado a todos los que están lejos ya ha superado los cinco millones de reproducciones en YouTube. Este fue nuestro artículo sobre los dos jóvenes protagonistas de este vídeo viral.
¡Por favor, déjeme tener dignidad!
Inmaculada Michinina, portavoz de vendedores sin licencia del mercadillo de El Baratillo (Cádiz), sólo pedía una licencia para poder trabajar y dar de comer a su hija. ""Nos demostráis en cada pleno que pasáis de nosotros, que os importamos tres pitos. Nosotros, que os hemos dado ese puesto de trabajo por el que vosotros cobráis y nosotros cobramos una puta mierda"", dice en el vídeo.
Un joven alumno indignado con la clase de religión
 Esta carta al director de un alumno de *NUMBER*º de ESO se convirtió en viral en redes sociales. ""La clase de religión es un soborno de la Iglesia"", escribió el joven Lucas. ""Como estaba tan enfadado, le dije que escribiera una carta porque en la vida hay que luchar por lo que sientes"", explicó su madre a El Huffingotn Post.
Cómo despertar conciencias ante la guerra en Siria
¿Qué haría usted si se encuentra a un niño aterido de frío en la parada del autobús? Una ONG noruega rodó este impactante vídeo para concienciar sobre la situación de los niños en Siria.
Cómo conseguir que Google haga más cosas por ti
 ¿Qué sería de nuestra vida cotidiana sin Google? ¡Mejor no pensarlo! Pincha para leer *NUMBER* trucos impresionantes que deberías saber sobre Google.
*NUMBER* rasgos de personas altamente creativas
 Por ejemplo, que tienden a elaborar sus propios horarios de trabajo a su medida o que son capaces de perder la noción del tiempo. Pincha en el enlace para leer el artículo *NUMBER* cosas que las personas altamente creativas no hacen igual que el resto
¿Qué debe saber un niño de cuatro años?
 GTRES
Este post, que reivindica que la infancia no debe ser una carrera, creó un gran debate.
A favor de un canon de belleza real y sin Photoshop
 Este artículo habla de la serie de fotografías 'Un cuerpo bonito', con el que la fotógrafa Jade Beall reivindica una mirada veraz a la belleza tras la maternidad. Fue un éxito en la plataforma de micromecenazgo Kickstarter.
Un ejemplo de publicidad (y perrete) viral
Golazo viral de Budweiser. Su anuncio para la SuperBowl arrasó en YouTube y en redes sociales: es la historia de un cachorro en un centro de adopción.",0
2539,2539,"¿Por qué Rusia le está enviando tantas toneladas de trigo a Venezuela?
A Venezuela están llegando toneladas y toneladas de trigo provenientes de Rusia. ¿La razón? Una alianza comercial que, según el gobierno de Nicolás Maduro, busca ""romper con el cerco económico y financiero que quiere imponer de forma unilateral"" Estados Unidos. De hecho, ha recibido el nombre de Operación Antibloqueo. El pasado *NUMBER* de agosto el presidente de este país, Donald Trump, firmó un decreto en el que prohíbe a los bancos estadounidenses comprar nuevos bonos del gobierno venezolano y su compañía estatal petrolera PDVSA.
MIRA: Gobierno de Venezuela culpa a EE.UU. por escasez de comida y dice que oposición está pidiendo armas
El plan acordado entre Venezuela y Rusia prevé que para diciembre hayan llegado en total *NUMBER* toneladas de trigo y otras materias primas. De hecho, el primer cargamento arribó al país latinoamericano el pasado *NUMBER* de septiembre con *NUMBER* toneladas. Y ya hay otra embarcación en camino con *NUMBER* más, que se espera llegue a puerto venezolano el próximo viernes.
Cuando llegaron las primeras toneladas, el vicepresidente de Venezuela Tareck El Aissami aseguró que se trataba de un hecho histórico. ""A *NUMBER* días de haber visto, conocido, la orden infame y criminal que pretendía dejar sin comida al pueblo, hoy hemos recibido en Puerto Cabello la primera expresión de amor y apoyo a Venezuela desde la Rusia-Potencia"", aseguró. El funcionario insistió en que no va faltar la comida en el territorio ""en ningún rubro, ninguna materia prima"". Y también indicó que ""no será Trump ni el imperio norteamericano el que pueda detener el curso indetenible de la Venezuela-Potencia"". También se informó que las alianzas con otros países como la India y China se mantienen.
Sin embargo, la medida no está exenta de críticas. El líder opositor y gobernador del estado de Miranda Henrique Capriles publicó en su cuenta de Twitter un mensaje cuestionando la medida. Capriles calificó de ""otra burlas"" el anuncio de la llegada de *NUMBER* toneladas de trigo. ""Es decir poco más de *NUMBER* Kg por persona! Cuánto dura eso? (sic)"", aseguró.
¿Qué va a pasar con el trigo?
Según han informado las autoridades, las primeras *NUMBER* toneladas serán para *NUMBER* panaderías a nivel nacional. Entre las cuales se encuentran algunas de los Comités Locales de Abastecimiento y Producción, una estrategia de la Gran Misión de Abastecimiento Soberano. El ministro de Defensa Padrino López señaló el pasado *NUMBER* de septiembre que las panaderías deben destinar el *NUMBER*% del trigo a la producción de pan. El resto podrá ser empleado en otros productos como ""dulces o postres"".
Dicho plan de abastecimiento, implementado por Nicolás Maduro en *NUMBER*, también controla la entrada de alimentos en los puertos. Según López, la materia prima, incluida la que está enviando Rusia, se está distribuyendo directamente a las panaderías. El pasado *NUMBER* de septiembre informó que se anularon los intermediarios en los puertos que, aseguró, cobraban un *NUMBER*%, lo que ""impactaba en el precio final de la estructura de costos. Todo eso se eliminó"". López sostuvo que con el plan de abastecimiento se están garantizando los alimentos para los venezolanos.
La alianza con Rusia fue anunciada por Maduro en mayo pasado. El mandatario informó que se importarían *NUMBER* toneladas de trigo mensuales. ""Ya estamos listos y se firmaron todos los acuerdos fitosanitarios y comerciales, y ya muy pronto Rusia le va a suministra a Venezuela, de manera estable, *NUMBER* toneladas de trigo mensual a partir de este año"", aseguró en ese momento.
Venezuela culpa a EE.UU. por escasez
El pasado *NUMBER* de agosto, la presidenta de la Asamblea Nacional Constituyente, Delcy Rodríguez, culpó al gobierno estadounidense por la escasez de comida y alimentos que vive el país latinoamericano desde hace meses. ""Teniendo nosotros barcos en la costa cargados con medicamentos y con alimentos, Venezuela no tiene cómo hacer el pago de esos bienes esenciales para la población venezolana. ¿Por qué? Porque hay un bloqueo financiero contra el país"", aseguró Rodríguez este domingo durante una rueda de prensa en Caracas. Y añadió que el decreto firmado por Trump para prohibir la compra de bonos ""pretende llevar nuestro país a una cesación de pagos internacional para agudizar la agresión económica contra el pueblo venezolano"".
Sin embargo, la aseveración de Rodríguez acerca de que Estados Unidos propició la escasez de comida y alimentos que afecta a Venezuela desde hace meses no es cierta. La hambruna, inflación y desempleo llevan mucho tiempo afectando a los venezolanos: no en vano, Maduro ha aumentado el salario mínimo tres veces en lo que va corrido del año. Pero, está previsto que el desempleo en la nación latinoamericana supere el *NUMBER*% este año y llegue al *NUMBER*% para *NUMBER*. En *NUMBER*, este indicador registraba apenas un *NUMBER*%. Además, la economía venezolana se contrajo un *NUMBER*% en *NUMBER*, que es el tercero en recesión. El alto aumento de la inflación, que se espera llegue a un *NUMBER*% en *NUMBER*, según el Fondo Monetario Internacional, deriva en la masiva escasez de alimentos y medicinas. Muchos venezolanos le aseguraron a CNN en agosto pasado que han perdido peso este año, producto de la falta de comida. Lo que respalda los hallazgos de una encuesta nacional.",0
2567,2567,"Gobierno de Canadá exige a México que se rinda cuentas de los donativos hechos para los damnificados por el terremoto.
Empresas, celebridades y famosos de todo el mundo han donado en dinero, más de *NUMBER* millones de dólares; y cuando tanto dinero llega al país en un periodo de tiempo tan corto, el análisis del uso de los fondos debe estar liderando cualquier tipo de lista de prioridades para garantizar que el dinero se invierta de forma adecuada y evitar el abuso del poder y acciones no éticas'', dijo el gobierno Canadiense. La Embajada de Canadá en México ha pedido este jueves al gobierno mexicano que se lleve a cabo una auditoría exhaustiva de las donaciones enviadas para los damnificados por los recientes terremotos ocurridos en México.
En su comunicado, se ha destacado que ""hay muy poca transparencia en la gestión de los fondos para los afectados"", por lo que ha indicado que ""el primer paso debe ser llevar a cabo una auditoría completa que debe incluir todas las donaciones recibidas, cómo se han repartido y si han sido eficientes"".
Asimismo, el sindicato del sector privado más grande de Canadá, la Unifor, dijo que ""El Gobierno de EPN deben abrir inmediatamente al escrutinio público las cantidades recibidas y cómo están siendo invertidas. Se debe hacer en todos los estados del país para garantizar que el dinero es gastado de forma adecuada"". agregó.
Además agregó que ''los débiles sistemas de gestión financieros y los altos niveles de corrupción en México crean muchas oportunidades para el abuso de poder, la corrupción y las acciones no éticas que limiten la capacidad de las donaciones de ser usadas de forma efectiva"".
Por último, el gobierno canadiense ha afirmado que ""los desastres naturales de esta magnitud requiere respuestas rápidas, pero también salvaguardas ante la corrupción para garantizar que el dinero se invierte de forma adecuada"".
Mexicanos rechazan que Gobierno maneje fondos de reconstrucción, dice sondeo El *NUMBER* % de los mexicanos piensa que el Gobierno no debe manejar los fondos de reconstrucción para los damnificados por el sismo del pasado *NUMBER* de septiembre, señaló hoy un estudio de las encuestadoras GEA-ISA.
Los fondos deben ser manejados por ""un organismo independiente, sin miembros del Gobierno"", señalaron en tanto que un *NUMBER* % consideró que pueden ser administrados por un organismo gubernamental junto con ciudadanos independientes.
La mayoría de los mexicanos (*NUMBER* %) cree que la sociedad civil hizo más por las víctimas, seguida por las Fuerzas Armadas con un *NUMBER* %, indicó el estudio al destacar que el *NUMBER* % de los mexicanos participó en rescates o con apoyos a los damnificados.
En change.org, la usuaria Elizabeth, está juntando firmas para exigir al gobierno mexicano que rinda cuentas de las donaciones extranjeras.
¿En dónde está el dinero de las donaciones, y a dónde va a ir a parar?
Ella también se dirige al pueblo de México y en su petición señala que debido a las amables donaciones de los extranjeros, entiéndase empresas, y/o personas que han colaborado para la reconstrucción de México, así como la aportación del dinero de las campañas de los partidos políticos que ya aceptaron donar. Se le solicita a las autoridades implementar un plan de transparencia y gastos, con rendición de cuentas claras, que es un derecho del pueblo Mexicano, ya que la devastación, ha dejado sin hogar a personas de: Baja California sur, Chiapas, Oacaxa, Morelos, Tabasco, Estado de México, Ciudad de México.''",1
